psme,X,Y
1,-122.04202100000002,45.896116
1,-122.223301,45.850753000000005
1,-121.687295,46.165997
1,-122.046704,45.874077
1,-122.217411,45.772499
1,-122.074981,46.292911
1,-121.65546200000001,46.017841
1,-121.974405,45.971916
1,-122.222068,45.927499
1,-121.86393699999999,46.192458
1,-122.047545,45.824851
1,-121.68969800000002,46.092051
1,-122.191995,45.897473
1,-121.616437,46.165162
1,-122.04075400000002,46.218739
1,-121.86847700000001,45.970916
1,-122.006185,46.169213
1,-122.073077,46.220293
1,-121.998665,45.74718
1,-121.61375800000002,46.287602
1,-121.613961,46.263593
1,-122.14078699999999,45.603191
1,-121.159081,47.118963
1,-121.38089700000002,47.119919
1,-121.202052,47.09998300000001
1,-121.26882899999998,47.07145
1,-121.323886,46.631018
1,-121.346548,47.180927
1,-121.58374599999999,47.151413
1,-121.44465700000002,47.098685
1,-121.536841,47.19389
1,-122.03872500000001,47.005925
1,-122.17909,46.815838
1,-121.596618,47.021987
1,-121.627547,47.055775
1,-121.847599,47.003828
1,-121.52696699999998,47.031506
1,-122.037582,47.109671
1,-122.49341600000001,46.791006
1,-122.351335,46.78318
1,-122.325908,45.81833799999999
1,-122.514512,45.93399800000001
1,-122.562819,46.096181
1,-122.35160099999999,46.1522
1,-122.55866,46.242803
1,-122.41611199999998,46.288539
1,-122.709732,46.102944
1,-122.28740800000001,46.142353
1,-122.41219399999999,46.65451
1,-121.57228200000002,46.437177000000005
1,-122.63238,46.39330900000001
1,-122.31860100000002,46.614335999999994
1,-121.57192,46.511386
1,-121.59801000000002,46.486053000000005
1,-121.74916500000002,46.53356
1,-122.590228,46.689381
1,-121.40755699999998,46.55984900000001
1,-122.687232,46.73363
1,-122.15171000000001,46.646958
1,-121.855319,46.609712
1,-121.92064799999999,46.466433
1,-121.899975,46.459403
1,-122.428664,46.481801000000004
1,-121.60703000000001,46.675413
1,-121.492311,46.68517200000001
1,-121.887728,46.61046400000001
1,-121.81781300000002,46.67995500000001
1,-121.71526299999998,46.608430000000006
1,-121.644451,46.485375
1,-121.645948,46.561319
1,-122.36258400000001,46.617174999999996
1,-122.290901,46.448945
1,-121.765744,45.771655
1,-121.70940199999998,46.363438
1,-122.218165,46.119162
1,-122.076908,45.952979
1,-122.187623,46.323394
1,-122.04007600000001,46.194370000000006
1,-121.68795299999998,46.187362
1,-121.690407,46.039173
1,-122.18541500000002,45.924942
1,-122.13834299999999,45.651345
1,-121.99230399999999,45.69915
1,-121.963776,46.319789
1,-121.646984,46.38714
1,-121.758048,46.369634
1,-121.924994,46.343363
1,-122.038451,46.239978
1,-121.90083,46.14386700000001
1,-122.11564,45.973096000000005
1,-122.01608099999999,45.84956
1,-122.118993,45.801366
1,-122.18917799999998,45.95013300000001
1,-122.215267,45.902288000000006
1,-121.98224500000002,45.851108999999994
1,-121.802893,45.823367
1,-121.835437,46.04582799999999
1,-121.65526200000001,46.144844
1,-121.79650500000001,46.289673
1,-121.653348,46.284231000000005
1,-121.69485800000001,46.070993
1,-121.792946,46.194532
1,-121.721427,46.062835
1,-122.07889800000001,46.194970999999995
1,-121.654815,46.270032
1,-121.94217299999998,46.14522
1,-121.299539,47.245303
1,-121.09099399999998,47.095090000000006
1,-121.383529,46.394395
1,-121.31537499999999,46.826189
1,-121.308531,47.025132
1,-121.86553500000001,47.377582
1,-121.500065,47.232128
1,-121.44749400000002,47.12323500000001
1,-121.555671,47.12465
1,-121.719125,47.279073
1,-121.869143,47.23223999999999
1,-122.01102100000001,47.085652
1,-121.77316799999998,47.077961
1,-121.84629799999999,47.029408
1,-122.110512,46.863191
1,-121.557001,47.075443
1,-121.67975599999998,47.105791
1,-121.920285,46.931682
1,-121.44901700000001,47.07400500000001
1,-122.27231499999999,45.699155
1,-122.280919,45.855334
1,-122.48403300000001,45.900446
1,-122.361985,46.190455
1,-122.504296,46.04250600000001
1,-122.554745,46.048206
1,-122.350555,46.049511
1,-122.682193,45.998143
1,-122.566553,46.200741
1,-121.81949299999998,46.610587
1,-121.963323,46.56275500000001
1,-122.323502,46.742001
1,-121.855732,46.586386999999995
1,-121.823748,46.41372
1,-121.961444,46.66128100000001
1,-121.787611,46.437912
1,-121.82237700000002,46.634771
1,-121.822688,46.46293800000001
1,-121.75128000000001,46.586329
1,-122.28293800000002,46.688317000000005
1,-122.42571,46.518657
1,-121.708092,46.591069
1,-122.391088,46.61506
1,-121.890699,46.439121
1,-121.89519600000001,46.584246
1,-121.538389,46.434999000000005
1,-121.532451,46.48448400000001
1,-122.08613700000001,46.688875
1,-121.96003000000002,46.735062
1,-121.81842000000002,46.659892
1,-122.247959,46.412141000000005
1,-122.433074,46.691616
1,-122.06788,46.536405
1,-121.71583000000001,46.461788
1,-122.63876400000001,46.69453
1,-121.576611,46.426868
1,-121.71499,46.411731
1,-122.281877,46.577736
1,-121.60479600000001,46.634727000000005
1,-121.857282,46.512517
1,-121.64090699999998,46.608604
1,-122.371878,46.543771
1,-121.64152200000001,46.584043
1,-121.870977,45.847814
1,-121.912748,45.75507100000001
1,-122.072063,45.608116
1,-122.011232,46.213582
1,-122.142779,45.756615
1,-121.71756500000001,46.387919
1,-121.68153800000002,46.24155
1,-122.011467,45.87377699999999
1,-121.690797,46.01825099999999
1,-121.758937,45.947466
1,-122.012776,45.799894
1,-121.65126500000001,46.19014800000001
1,-121.939564,45.947027
1,-121.755512,46.14046
1,-122.153202,45.825683
1,-121.72158500000002,46.215616
1,-121.933884,46.24245299999999
1,-121.93909500000001,45.971594
1,-121.97201900000002,45.89927
1,-121.76035599999999,46.068259
1,-121.860879,46.340208
1,-121.869979,45.897037
1,-121.692535,45.94446700000001
1,-122.068285,45.653423
1,-122.117983,45.825416
1,-122.11288299999998,46.14543
1,-121.719293,46.31405
1,-122.152829,45.850252
1,-121.86797500000002,45.995572
1,-121.975291,46.041416
1,-122.168137,46.08856
1,-121.29882900000001,47.13115700000001
1,-121.15823300000001,47.143516999999996
1,-121.086116,47.14233500000001
1,-121.347707,46.850967
1,-121.86516200000001,47.478826999999995
1,-121.51961000000001,47.12419
1,-121.79034400000002,47.178622
1,-121.933893,47.526466
1,-121.623587,47.152139
1,-121.44680400000001,47.193974
1,-121.593277,47.002382
1,-121.705532,47.147245
1,-122.11291599999998,46.8152
1,-121.487039,47.000659
1,-122.12875000000001,46.979686
1,-121.44993200000002,47.021561999999996
1,-121.486345,47.025217000000005
1,-121.958126,46.986854
1,-121.665703,47.05210300000001
1,-121.89517700000002,46.811711
1,-121.52029400000002,47.099542
1,-122.275733,46.759698
1,-122.25305400000002,45.833445000000005
1,-122.27643799999998,46.007844
1,-122.44911100000002,45.930344
1,-122.35876,46.297195
1,-122.49594000000002,46.243261999999994
1,-122.48761800000001,46.100349
1,-122.332996,46.149699000000005
1,-122.660113,46.115676
1,-122.54879600000001,46.41716300000001
1,-122.318405,46.713191
1,-122.434378,46.58657399999999
1,-121.89647199999999,46.490988
1,-121.532465,46.68268
1,-121.684604,46.547532
1,-122.037303,46.415718000000005
